trade_id,user_id,date,time,transaction_type,quantity,stock_id
TXN_00849,1402944639,2025-07-30,14:45:49,buy,1141,1109
TXN_00850,7713225623,2024-04-07,13:20:47,buy,1712,1105
TXN_00851,3997467631,2024-12-15,12:57:06,sell,2307,1102
TXN_00852,4313201683,2024-10-17,13:10:25,sell,850,1109
TXN_00853,4313201683,2024-04-05,11:12:24,buy,1340,1107
TXN_00854,3768699384,2024-04-15,9:28:30,sell,692,1106
TXN_00855,7713225623,2024-09-06,14:48:12,buy,1425,1105
TXN_00856,9803134690,2024-07-13,10:00:26,sell,2132,1102
TXN_00857,6625608873,2024-06-28,11:48:54,sell,337,1105
TXN_00858,3768699384,2024-12-07,10:22:13,sell,1311,1106
TXN_00859,5775818865,2024-11-27,14:59:57,buy,1633,1108
TXN_00860,9474078998,2025-03-12,9:03:30,sell,1755,1101
TXN_00861,9192201895,2024-11-15,15:47:35,sell,1017,1108
TXN_00862,7713225623,2024-03-24,15:47:43,buy,884,1110
TXN_00863,8093597035,2025-07-06,9:04:40,sell,1785,1107
TXN_00864,4313201683,2024-12-01,11:31:30,sell,192,1102
TXN_00865,9192201895,2024-01-10,13:26:51,buy,2313,1101
TXN_00866,9354048106,2025-05-16,13:27:37,buy,793,1101
TXN_00867,3997467631,2024-01-16,11:07:26,buy,755,1108
TXN_00868,5229455093,2025-05-23,13:53:10,sell,1020,1106
TXN_00869,4313201683,2025-06-04,12:48:48,sell,592,1102
TXN_00870,5775818865,2024-04-04,10:04:29,buy,276,1108
TXN_00871,6772985563,2024-10-08,14:45:45,buy,2424,1103
TXN_00872,5150695988,2024-08-07,15:22:26,sell,303,1103
TXN_00873,1926010870,2025-03-06,10:07:09,buy,2103,1105
TXN_00874,3614142517,2024-05-06,15:20:41,sell,913,1110
TXN_00875,3997467631,2024-05-14,12:40:37,sell,1183,1102
TXN_00876,6772985563,2025-01-07,14:13:27,sell,589,1106
TXN_00877,9862896116,2024-03-31,14:04:57,buy,1022,1107
TXN_00878,9192201895,2024-11-15,11:24:58,buy,1635,1106
TXN_00879,9803134690,2024-01-13,9:54:53,sell,1823,1101
TXN_00880,7552075955,2025-06-18,10:48:02,buy,1689,1108
TXN_00881,3768699384,2025-07-13,11:55:17,sell,606,1102
TXN_00882,3768699384,2025-07-02,11:59:22,buy,1374,1110
TXN_00883,7552075955,2024-09-06,12:56:33,sell,1180,1109
TXN_00884,5970995017,2025-04-24,14:46:55,buy,740,1107
TXN_00885,9803134690,2024-11-21,11:30:45,buy,1714,1109
TXN_00886,5775818865,2024-08-01,11:22:44,sell,2044,1106
TXN_00887,4313201683,2025-04-25,9:46:35,buy,947,1104
TXN_00888,1402944639,2025-04-26,15:26:12,buy,1281,1103
TXN_00889,5150695988,2024-01-11,9:25:45,buy,872,1104
TXN_00890,1402944639,2024-12-26,11:58:33,buy,1193,1109
TXN_00891,3614142517,2024-10-18,15:44:58,sell,513,1103
TXN_00892,9354048106,2025-04-25,12:54:10,sell,407,1103
TXN_00893,6772985563,2025-03-29,14:43:01,buy,674,1101
TXN_00894,6625608873,2024-08-07,9:23:04,buy,114,1102
TXN_00895,9192201895,2024-10-09,13:35:53,buy,596,1104
TXN_00896,3614142517,2025-06-05,13:11:49,buy,745,1101
TXN_00897,4313201683,2024-07-14,11:11:34,buy,553,1106
TXN_00898,5775818865,2025-04-16,14:53:02,buy,1407,1110
TXN_00899,3614142517,2024-06-11,12:20:47,buy,170,1110
TXN_00900,9862896116,2025-01-03,12:35:20,sell,1174,1102
TXN_00901,3614142517,2025-04-16,10:46:50,buy,478,1108
TXN_00902,1402944639,2025-06-11,15:40:14,buy,822,1109
TXN_00903,1926010870,2025-03-17,14:46:21,buy,1848,1105
TXN_00904,7713225623,2024-04-21,9:47:00,sell,314,1109
TXN_00905,1402944639,2024-12-14,15:21:14,sell,468,1107
TXN_00906,5970995017,2024-11-22,11:40:39,sell,1805,1109
TXN_00907,8093597035,2025-07-15,11:35:14,buy,879,1101
TXN_00908,5229455093,2024-04-02,9:40:59,buy,1382,1105
TXN_00909,9803134690,2024-12-12,9:19:56,sell,1172,1106
TXN_00910,3997467631,2025-01-16,15:41:59,buy,1583,1109
TXN_00911,5150695988,2025-03-24,10:50:47,sell,704,1102
TXN_00912,3614142517,2025-03-30,15:10:11,buy,1062,1103
TXN_00913,5150695988,2024-02-09,14:32:22,sell,769,1102
TXN_00914,5775818865,2025-06-01,13:18:10,sell,1429,1109
TXN_00915,4313201683,2025-04-02,9:46:11,sell,124,1105
TXN_00916,6625608873,2025-03-14,15:31:56,buy,2291,1103
TXN_00917,3768699384,2024-12-01,10:34:06,sell,1032,1110
TXN_00918,1926010870,2024-02-25,11:34:31,sell,2225,1103
TXN_00919,6772985563,2025-05-04,11:46:18,sell,1096,1107
TXN_00920,9862896116,2025-06-09,12:33:26,sell,1159,1101
TXN_00921,5775818865,2025-03-06,13:56:16,sell,617,1110
TXN_00922,5970995017,2024-04-12,9:07:57,sell,1693,1110
TXN_00923,6772985563,2024-05-29,13:24:43,buy,690,1107
TXN_00924,3997467631,2024-07-04,9:42:31,buy,1832,1110
TXN_00925,8093597035,2024-02-11,14:53:32,sell,350,1102
TXN_00926,3997467631,2025-07-10,10:34:04,buy,770,1105
TXN_00927,6772985563,2024-09-08,15:50:49,sell,1426,1107
TXN_00928,1926010870,2025-04-03,13:06:02,buy,1665,1108
TXN_00929,8093597035,2025-08-14,9:14:05,buy,1301,1110
TXN_00930,5775818865,2024-08-16,9:20:21,sell,1527,1103
TXN_00931,4313201683,2025-01-09,9:51:42,sell,309,1106
TXN_00932,9354048106,2024-10-03,9:08:39,buy,1423,1107
TXN_00933,5150695988,2024-05-05,10:47:20,sell,2013,1110
TXN_00934,1926010870,2024-10-15,13:11:49,sell,305,1108
TXN_00935,6625608873,2025-06-02,14:50:53,sell,682,1110
TXN_00936,9354048106,2025-04-13,12:44:12,sell,360,1110
TXN_00937,9803134690,2024-11-22,15:02:53,buy,1142,1102
TXN_00938,1926010870,2024-12-05,9:51:48,sell,221,1107
TXN_00939,3997467631,2024-04-02,9:57:08,sell,2476,1104
TXN_00940,6772985563,2025-07-16,14:35:50,buy,1125,1101
TXN_00941,5229455093,2024-03-01,15:13:17,buy,2097,1103
TXN_00942,5970995017,2025-01-20,15:13:06,buy,570,1105
TXN_00943,5970995017,2025-05-20,12:18:40,buy,2185,1103
TXN_00944,5970995017,2024-12-12,15:16:57,buy,1750,1106
TXN_00945,3768699384,2024-10-25,15:21:29,sell,1114,1104
TXN_00946,9354048106,2025-05-16,12:05:30,buy,693,1110
TXN_00947,9862896116,2024-04-25,12:24:47,buy,2458,1105
TXN_00948,3614142517,2024-12-19,13:10:12,buy,992,1101
TXN_00949,3768699384,2024-08-27,11:51:06,sell,1710,1102
TXN_00950,9862896116,2025-06-13,14:38:53,buy,540,1110
TXN_00951,1402944639,2025-01-30,15:35:29,buy,119,1104
TXN_00952,5229455093,2024-04-26,14:22:35,buy,327,1105
TXN_00953,3997467631,2024-11-12,14:36:38,buy,1295,1103
TXN_00954,9803134690,2025-04-22,15:54:57,buy,1192,1104
TXN_00955,5150695988,2024-02-14,10:10:16,sell,2455,1110
TXN_00956,5150695988,2024-06-13,15:00:18,sell,221,1108
TXN_00957,7552075955,2024-09-30,9:30:01,buy,1529,1103
TXN_00958,5229455093,2024-03-16,10:50:32,buy,2439,1101
TXN_00959,1926010870,2025-03-26,10:58:26,buy,2317,1102
TXN_00960,1402944639,2024-04-03,9:02:55,sell,2092,1108
TXN_00961,9862896116,2024-01-28,11:37:42,sell,1179,1110
TXN_00962,1926010870,2024-12-02,10:05:34,sell,1464,1107
TXN_00963,5150695988,2025-03-19,12:56:06,buy,2326,1107
TXN_00964,6772985563,2024-01-06,9:53:12,sell,1621,1109
TXN_00965,3614142517,2025-03-22,12:24:09,sell,368,1104
TXN_00966,6625608873,2025-05-12,14:37:37,sell,344,1106
TXN_00967,6625608873,2025-05-11,13:18:45,buy,695,1108
TXN_00968,5970995017,2024-10-03,12:41:48,buy,1833,1108
TXN_00969,7713225623,2024-01-02,10:41:53,sell,640,1102
TXN_00970,6772985563,2024-10-27,13:40:18,sell,202,1103
TXN_00971,5970995017,2025-05-01,13:58:44,buy,995,1103
TXN_00972,5150695988,2024-07-28,9:13:50,buy,536,1104
TXN_00973,5970995017,2025-04-03,12:32:11,sell,1378,1103
TXN_00974,6772985563,2024-08-16,11:52:21,buy,1206,1108
TXN_00975,5150695988,2025-05-13,10:11:07,sell,1153,1108
TXN_00976,5229455093,2025-01-21,11:15:39,buy,1709,1101
TXN_00977,3997467631,2024-03-20,10:57:19,buy,1301,1108
TXN_00978,7552075955,2025-04-07,10:10:49,buy,1064,1103
TXN_00979,9354048106,2024-08-24,13:55:46,sell,2357,1110
TXN_00980,8093597035,2024-09-23,13:42:17,sell,392,1110
TXN_00981,5775818865,2024-11-26,11:54:53,sell,1991,1107
TXN_00982,9862896116,2025-03-24,15:31:15,sell,1707,1101
TXN_00983,5775818865,2024-07-04,12:00:00,buy,650,1103
TXN_00984,1926010870,2024-07-31,15:48:14,buy,1234,1108
TXN_00985,6772985563,2025-05-01,9:31:19,buy,1032,1106
TXN_00986,3768699384,2024-06-17,13:45:35,buy,1777,1109
TXN_00987,9862896116,2024-02-04,15:37:07,buy,171,1102
TXN_00988,1402944639,2025-05-03,9:29:35,sell,2344,1108
TXN_00989,3768699384,2024-09-18,15:31:17,buy,2150,1110
TXN_00990,5150695988,2024-01-06,12:45:46,buy,1488,1109
TXN_00991,6772985563,2024-12-31,15:40:39,sell,755,1101
TXN_00992,9474078998,2024-04-04,12:46:50,buy,625,1101
TXN_00993,1402944639,2024-06-16,12:08:56,buy,959,1108
TXN_00994,5775818865,2025-07-21,9:01:07,buy,2330,1101
TXN_00995,9803134690,2024-12-13,10:00:09,buy,1773,1101
TXN_00996,7713225623,2024-03-28,15:51:03,buy,1406,1110
TXN_00997,3614142517,2024-05-24,9:24:05,buy,2062,1107
TXN_00998,7713225623,2024-05-18,11:23:28,sell,233,1101
TXN_00999,6625608873,2024-01-26,9:11:32,sell,767,1103
TXN_01000,3614142517,2024-06-06,11:50:42,sell,1917,1102
TXN_01001,5970995017,2024-04-19,12:14:08,buy,1881,1102
TXN_01002,8093597035,2025-05-27,9:36:02,buy,1360,1105
TXN_01003,7713225623,2025-03-30,11:56:02,sell,1740,1104
TXN_01004,9862896116,2024-02-21,15:10:57,buy,591,1101
TXN_01005,6772985563,2025-06-02,13:24:18,buy,1687,1109
TXN_01006,8093597035,2024-11-03,13:52:14,buy,2326,1101
TXN_01007,5970995017,2025-06-14,14:14:22,sell,1267,1107
TXN_01008,7713225623,2025-02-20,12:24:21,sell,1037,1110
TXN_01009,3997467631,2024-07-13,9:22:43,buy,835,1105
TXN_01010,6625608873,2024-08-21,10:14:38,sell,1410,1102
TXN_01011,6772985563,2024-08-25,10:14:06,sell,553,1110
TXN_01012,9474078998,2024-06-17,14:18:39,sell,2103,1101
TXN_01013,8093597035,2025-06-11,11:47:41,sell,2390,1102
TXN_01014,5150695988,2025-08-03,14:18:47,buy,176,1103
TXN_01015,9192201895,2025-02-19,9:52:11,buy,1252,1107
TXN_01016,7713225623,2025-05-07,10:35:31,sell,1493,1110
TXN_01017,3614142517,2024-04-21,13:39:42,buy,556,1102
TXN_01018,8093597035,2024-04-13,15:30:08,sell,1611,1107
TXN_01019,8093597035,2024-09-23,10:59:25,buy,1759,1103
TXN_01020,8093597035,2024-07-17,10:33:24,buy,708,1101
TXN_01021,4313201683,2024-06-21,12:42:02,sell,203,1104
TXN_01022,5970995017,2025-04-12,10:09:49,sell,1835,1104
TXN_01023,9862896116,2024-03-30,15:21:38,buy,401,1106
TXN_01024,1926010870,2025-06-07,13:36:26,sell,239,1105
TXN_01025,9474078998,2024-11-30,9:43:11,buy,958,1109
TXN_01026,7552075955,2024-12-01,11:42:17,sell,1806,1109
TXN_01027,1402944639,2025-02-26,11:17:07,buy,1182,1110
TXN_01028,9354048106,2024-01-16,9:42:34,buy,2177,1102
TXN_01029,7713225623,2024-09-18,13:25:23,buy,2314,1106
TXN_01030,1402944639,2025-05-15,10:00:41,sell,2187,1106
TXN_01031,1402944639,2024-03-13,15:51:21,buy,590,1106
TXN_01032,9803134690,2025-01-16,13:37:39,buy,1378,1102
TXN_01033,1926010870,2025-07-10,12:53:49,sell,384,1109
TXN_01034,5775818865,2024-08-15,12:36:58,sell,1604,1101
TXN_01035,5775818865,2024-09-22,14:39:22,buy,2099,1104
TXN_01036,6625608873,2024-09-02,9:38:22,buy,694,1101
TXN_01037,9354048106,2024-01-20,15:49:22,buy,2105,1101
TXN_01038,9192201895,2024-07-18,10:45:10,sell,457,1108
TXN_01039,5970995017,2024-03-20,13:10:56,buy,1080,1109
TXN_01040,9192201895,2025-08-10,10:30:37,sell,1315,1109
TXN_01041,4313201683,2024-05-14,9:45:19,buy,915,1105
TXN_01042,9803134690,2025-07-25,14:05:54,sell,1254,1103
TXN_01043,1402944639,2024-09-29,13:32:43,buy,2474,1108
TXN_01044,6625608873,2025-05-05,12:15:05,buy,811,1104
TXN_01045,6625608873,2025-03-18,13:01:11,buy,1120,1108
TXN_01046,5150695988,2024-01-03,13:12:38,sell,1540,1108
TXN_01047,9192201895,2024-01-06,14:31:50,sell,553,1109
TXN_01048,9803134690,2025-06-24,9:40:47,sell,2132,1101
TXN_01049,9803134690,2024-06-06,14:35:03,sell,2046,1102
TXN_01050,5150695988,2025-07-04,9:48:27,buy,694,1108
TXN_01051,3614142517,2024-01-03,12:48:05,sell,1007,1107
TXN_01052,7713225623,2024-06-09,9:53:08,buy,938,1101
TXN_01053,8093597035,2025-03-22,14:01:41,sell,1832,1101
TXN_01054,1402944639,2025-01-25,13:22:48,sell,681,1103
TXN_01055,9803134690,2024-09-14,14:47:44,buy,1387,1101
TXN_01056,6625608873,2024-12-25,14:24:00,sell,1635,1105
TXN_01057,9803134690,2025-03-16,10:26:54,sell,1953,1103
TXN_01058,9862896116,2025-06-03,9:37:50,sell,533,1107
TXN_01059,9474078998,2025-08-11,12:46:56,sell,109,1109
TXN_01060,1926010870,2024-04-16,11:29:14,buy,601,1109
TXN_01061,3614142517,2024-01-14,11:59:48,buy,696,1105
TXN_01062,9354048106,2024-05-26,13:30:34,buy,2472,1101
TXN_01063,3768699384,2024-08-28,15:01:12,sell,346,1102
TXN_01064,6625608873,2025-05-12,9:23:45,sell,154,1102
TXN_01065,9803134690,2025-05-02,9:12:27,buy,1617,1102
TXN_01066,6772985563,2024-06-24,12:54:24,buy,1522,1109
TXN_01067,9803134690,2024-05-03,13:11:35,sell,2182,1110
TXN_01068,7552075955,2024-10-19,13:30:22,buy,182,1104
TXN_01069,7713225623,2025-02-14,9:30:17,sell,154,1109
TXN_01070,5775818865,2025-02-20,15:57:30,buy,2346,1110
TXN_01071,3997467631,2024-07-03,10:53:16,sell,969,1108
TXN_01072,5150695988,2025-04-02,11:35:10,sell,787,1109
TXN_01073,5150695988,2024-02-11,13:56:36,sell,381,1101
TXN_01074,7713225623,2025-04-20,14:15:57,buy,238,1103
TXN_01075,9192201895,2024-08-02,15:58:01,buy,1075,1102
TXN_01076,5150695988,2025-01-14,11:23:44,buy,1128,1105
TXN_01077,3997467631,2025-03-16,13:40:15,sell,1132,1101
TXN_01078,5150695988,2024-07-06,13:24:38,sell,1220,1105
TXN_01079,3997467631,2025-05-22,15:41:40,sell,986,1105
TXN_01080,5970995017,2024-03-28,12:40:23,sell,563,1105
TXN_01081,3768699384,2024-03-25,15:59:59,sell,1965,1104
TXN_01082,9862896116,2024-07-16,12:48:34,buy,2240,1110
TXN_01083,5775818865,2024-12-30,14:14:45,buy,219,1108
TXN_01084,5970995017,2024-12-19,14:30:30,buy,1386,1101
TXN_01085,9474078998,2025-05-07,9:07:32,sell,220,1110
TXN_01086,9192201895,2025-08-09,11:24:55,buy,1417,1103
TXN_01087,5970995017,2025-05-03,11:52:07,sell,372,1104
TXN_01088,5775818865,2025-01-11,15:33:58,buy,2355,1109
TXN_01089,9803134690,2024-04-05,12:28:49,buy,527,1104
TXN_01090,5150695988,2025-04-28,12:12:46,sell,1259,1102
TXN_01091,9354048106,2025-01-12,11:03:50,sell,243,1107
TXN_01092,1926010870,2025-01-27,15:32:11,sell,1140,1105
TXN_01093,6625608873,2024-12-28,9:06:16,sell,742,1110
TXN_01094,9354048106,2024-05-01,9:50:13,sell,1354,1109
TXN_01095,1926010870,2024-06-10,10:49:59,buy,1867,1107
TXN_01096,5775818865,2024-02-11,10:49:17,sell,470,1109
TXN_01097,5775818865,2025-01-16,12:51:46,buy,524,1102
TXN_01098,4313201683,2025-03-13,13:25:30,sell,2343,1108
TXN_01099,7713225623,2025-06-18,11:58:24,buy,1529,1108
TXN_01100,5229455093,2024-04-15,9:57:52,sell,485,1105
TXN_01101,7552075955,2024-08-06,12:08:09,buy,1730,1110
TXN_01102,3768699384,2024-03-10,10:30:18,sell,1021,1102
TXN_01103,5229455093,2024-10-05,11:17:26,buy,1855,1103
TXN_01104,6772985563,2024-12-14,11:54:21,buy,961,1102
TXN_01105,5229455093,2024-08-23,13:17:20,sell,1943,1104
TXN_01106,7552075955,2024-01-25,14:15:23,sell,714,1104
TXN_01107,1402944639,2024-05-19,15:20:14,sell,1321,1104
TXN_01108,7552075955,2024-03-24,14:04:47,sell,287,1108
TXN_01109,8093597035,2025-06-24,14:03:18,buy,163,1109
TXN_01110,4313201683,2024-04-28,11:47:28,sell,1783,1101
TXN_01111,9474078998,2024-05-15,14:27:09,buy,248,1106
TXN_01112,6625608873,2024-04-25,13:13:19,buy,2192,1104
TXN_01113,7713225623,2024-05-01,13:23:57,sell,522,1108
TXN_01114,9192201895,2024-09-11,10:13:49,sell,373,1104
TXN_01115,5970995017,2025-05-14,12:32:49,buy,1271,1109
TXN_01116,3768699384,2024-02-04,10:23:14,sell,184,1106
TXN_01117,9354048106,2025-06-04,14:21:02,buy,985,1104
TXN_01118,5970995017,2025-03-05,15:16:50,sell,2285,1109
TXN_01119,8093597035,2024-04-30,14:17:49,sell,1652,1108
TXN_01120,6625608873,2024-05-29,12:53:11,buy,298,1106
TXN_01121,9474078998,2024-04-30,10:28:07,buy,147,1108
TXN_01122,9354048106,2024-08-06,9:32:31,buy,2338,1107
TXN_01123,5970995017,2025-05-04,14:10:32,buy,1691,1110
TXN_01124,5970995017,2025-04-03,11:17:45,buy,1750,1107
TXN_01125,7552075955,2025-03-21,9:32:11,buy,1564,1102
TXN_01126,4313201683,2025-07-02,14:51:32,sell,625,1106
TXN_01127,5229455093,2024-11-22,15:19:30,buy,793,1109
TXN_01128,9354048106,2024-12-12,9:22:30,buy,1371,1110
TXN_01129,9803134690,2024-09-01,13:36:32,buy,2326,1107
TXN_01130,3997467631,2025-06-08,12:00:44,sell,1635,1109
TXN_01131,1402944639,2025-07-12,9:42:23,buy,2475,1108
TXN_01132,5970995017,2025-02-02,13:05:33,sell,1506,1104
TXN_01133,3768699384,2024-12-15,15:20:51,buy,210,1110
TXN_01134,3997467631,2024-11-19,11:45:12,sell,967,1103
TXN_01135,1926010870,2025-04-02,14:48:41,sell,1654,1107
TXN_01136,5229455093,2025-03-06,14:57:23,buy,2430,1104
TXN_01137,6772985563,2024-05-13,10:22:28,sell,524,1106
TXN_01138,8093597035,2024-08-15,11:22:16,sell,1737,1107
TXN_01139,1402944639,2024-11-17,12:42:13,buy,2139,1103
TXN_01140,3997467631,2024-08-21,9:26:03,buy,1079,1101
TXN_01141,5229455093,2025-04-04,10:29:29,buy,1781,1102
TXN_01142,3768699384,2024-03-28,14:33:54,buy,644,1102
TXN_01143,6772985563,2024-12-28,12:43:40,buy,1999,1109
TXN_01144,6772985563,2025-04-03,9:58:08,sell,1476,1103
TXN_01145,9862896116,2024-01-22,9:51:03,sell,1804,1107
TXN_01146,3614142517,2024-01-19,13:15:44,sell,2242,1103
TXN_01147,8093597035,2024-08-28,11:15:33,buy,427,1104
TXN_01148,5970995017,2025-02-22,9:38:12,buy,455,1103
TXN_01149,8093597035,2024-10-14,13:01:10,buy,1509,1110
TXN_01150,8093597035,2024-06-12,15:30:02,sell,1050,1106
TXN_01151,9862896116,2024-03-03,14:06:20,buy,2410,1110
TXN_01152,3997467631,2024-08-12,9:33:28,buy,912,1107
TXN_01153,4313201683,2024-12-31,11:50:40,sell,1470,1110
TXN_01154,5229455093,2024-01-16,14:04:19,buy,978,1109
TXN_01155,3614142517,2024-09-22,12:30:21,buy,2491,1101
TXN_01156,9862896116,2024-06-02,13:10:22,buy,674,1104
TXN_01157,7713225623,2025-01-09,15:20:57,buy,907,1107
TXN_01158,8093597035,2025-04-22,9:54:56,sell,1392,1109
TXN_01159,6772985563,2025-08-04,14:22:30,sell,364,1101
TXN_01160,5229455093,2024-09-30,15:28:23,sell,850,1105
TXN_01161,9862896116,2024-03-24,11:30:42,buy,506,1102
TXN_01162,5775818865,2024-09-17,11:44:15,buy,1643,1107
TXN_01163,9862896116,2024-07-15,9:41:48,buy,1164,1101
TXN_01164,5775818865,2024-06-10,11:32:01,sell,2283,1104
TXN_01165,9474078998,2024-05-09,10:50:13,buy,1629,1104
TXN_01166,3614142517,2025-07-13,11:56:16,sell,1313,1110
TXN_01167,3768699384,2025-02-10,15:48:35,buy,746,1108
TXN_01168,3614142517,2025-08-01,12:21:01,buy,2480,1102
TXN_01169,8093597035,2024-12-18,11:16:42,buy,1862,1102
TXN_01170,5970995017,2025-01-12,12:53:03,buy,1639,1105
TXN_01171,3614142517,2024-06-29,13:44:48,sell,1392,1102
TXN_01172,6625608873,2025-07-27,11:12:24,buy,171,1108
TXN_01173,9354048106,2024-02-19,12:51:15,sell,1038,1103
TXN_01174,9862896116,2025-02-14,15:04:21,buy,155,1106
TXN_01175,8093597035,2025-04-14,13:21:32,buy,1500,1106
TXN_01176,4313201683,2024-04-12,14:38:08,buy,1170,1108
TXN_01177,5229455093,2025-04-23,13:44:34,sell,1584,1110
TXN_01178,7713225623,2024-02-06,12:56:05,sell,709,1101
TXN_01179,9862896116,2024-04-05,12:33:15,buy,2175,1104
TXN_01180,5775818865,2024-01-18,9:51:56,buy,1171,1105
TXN_01181,9474078998,2024-06-26,13:47:07,sell,189,1110
TXN_01182,6772985563,2024-09-28,13:25:51,buy,2189,1102
TXN_01183,8093597035,2025-01-28,13:58:15,buy,1948,1102
TXN_01184,9862896116,2024-06-22,14:09:53,buy,1234,1101
TXN_01185,4313201683,2024-02-09,13:35:51,sell,862,1106
TXN_01186,4313201683,2024-10-18,14:50:25,sell,1157,1103
TXN_01187,6772985563,2024-06-11,13:23:10,sell,2211,1110
TXN_01188,6772985563,2025-05-31,9:38:16,sell,1200,1110
TXN_01189,3768699384,2024-02-05,10:44:12,sell,169,1103
TXN_01190,3768699384,2024-06-14,9:29:57,sell,2376,1106
TXN_01191,1926010870,2025-03-17,9:15:47,buy,1531,1108
TXN_01192,5970995017,2025-06-15,9:19:12,buy,1619,1106
TXN_01193,9862896116,2024-01-18,12:32:25,buy,2293,1108
TXN_01194,9862896116,2025-01-08,12:00:18,buy,2410,1103
TXN_01195,9192201895,2024-09-04,14:29:17,sell,1842,1103
TXN_01196,4313201683,2024-10-18,13:41:50,sell,942,1103
TXN_01197,5229455093,2024-10-16,9:01:12,sell,2257,1109
TXN_01198,5150695988,2025-03-10,12:25:18,sell,234,1101
TXN_01199,5775818865,2024-08-24,14:51:25,sell,1567,1102
TXN_01200,3614142517,2025-08-04,9:50:34,buy,581,1101
TXN_01201,8093597035,2024-11-21,11:51:32,buy,273,1106
TXN_01202,8093597035,2024-07-27,15:32:54,buy,561,1102
TXN_01203,9803134690,2024-12-29,15:21:01,sell,1784,1103
TXN_01204,6772985563,2025-07-06,13:50:28,buy,1826,1103
TXN_01205,9474078998,2025-05-06,14:02:03,buy,534,1103
TXN_01206,3614142517,2024-01-07,9:22:53,sell,1955,1107
TXN_01207,7552075955,2024-04-11,13:46:45,sell,2101,1105
TXN_01208,3614142517,2024-09-01,11:38:38,sell,1929,1106
TXN_01209,6772985563,2025-05-27,11:28:53,buy,2178,1108
TXN_01210,5150695988,2024-05-10,15:11:35,buy,2183,1107
TXN_01211,3614142517,2025-05-05,13:52:53,sell,653,1101
TXN_01212,5970995017,2024-01-19,10:08:29,sell,548,1109
TXN_01213,4313201683,2024-10-03,14:47:06,sell,2119,1101
TXN_01214,5970995017,2025-07-06,9:18:45,buy,1074,1104
TXN_01215,9192201895,2024-09-27,15:24:10,sell,1334,1110
TXN_01216,5229455093,2025-06-11,13:33:13,sell,1481,1102
TXN_01217,3768699384,2024-10-18,11:47:00,sell,466,1102
TXN_01218,8093597035,2024-10-05,11:20:58,buy,1658,1102
TXN_01219,9474078998,2025-01-19,9:18:57,buy,628,1109
TXN_01220,9803134690,2024-10-23,11:50:00,buy,1572,1106
TXN_01221,9862896116,2024-05-03,14:22:15,buy,567,1109
TXN_01222,9474078998,2024-11-15,13:57:52,sell,634,1106
TXN_01223,4313201683,2024-06-25,10:49:04,sell,983,1104
TXN_01224,1926010870,2024-08-04,10:19:55,sell,327,1102
TXN_01225,8093597035,2024-03-19,13:55:24,buy,1642,1104
TXN_01226,9803134690,2025-08-08,14:34:47,buy,1965,1107
TXN_01227,3997467631,2025-05-06,13:24:07,sell,520,1103
TXN_01228,9803134690,2025-05-10,9:13:13,buy,2118,1104
TXN_01229,3614142517,2025-03-04,13:58:28,sell,1067,1110
TXN_01230,7713225623,2024-05-06,10:26:31,buy,1217,1109
TXN_01231,6772985563,2024-09-01,11:47:49,buy,1178,1101
TXN_01232,5229455093,2025-08-11,12:48:38,sell,1262,1108
TXN_01233,4313201683,2024-08-11,10:56:08,sell,2490,1107
TXN_01234,7713225623,2025-03-28,15:32:01,sell,114,1110
TXN_01235,6772985563,2024-08-27,15:07:59,buy,2483,1107
TXN_01236,8093597035,2025-01-28,15:33:50,buy,873,1106
TXN_01237,7552075955,2024-05-20,13:30:30,buy,1347,1101
TXN_01238,7552075955,2025-05-03,13:24:33,buy,360,1110
TXN_01239,9862896116,2025-06-07,14:25:09,sell,1889,1108
TXN_01240,7552075955,2025-05-23,10:46:27,buy,2055,1102
TXN_01241,6625608873,2024-01-29,11:19:19,buy,2297,1102
TXN_01242,4313201683,2025-02-28,12:40:11,sell,198,1103
TXN_01243,5775818865,2024-04-15,11:21:37,buy,1817,1109
TXN_01244,5970995017,2024-12-01,13:26:34,buy,1309,1110
TXN_01245,9354048106,2024-06-15,11:23:42,sell,2469,1103
TXN_01246,9862896116,2024-01-02,13:11:50,sell,949,1105
TXN_01247,5775818865,2025-05-26,11:30:51,sell,986,1102
TXN_01248,8093597035,2025-08-11,9:33:27,buy,1028,1110
TXN_01249,3768699384,2025-01-29,14:17:08,sell,656,1105
TXN_01250,3614142517,2024-06-04,9:21:50,sell,528,1108
TXN_01251,1402944639,2024-07-18,13:56:45,sell,1700,1105
TXN_01252,9862896116,2025-01-15,14:01:32,buy,908,1110
TXN_01253,3768699384,2024-12-01,9:08:45,buy,1272,1101
TXN_01254,6772985563,2025-01-14,12:44:40,buy,155,1103
TXN_01255,4313201683,2024-04-29,13:51:19,sell,2032,1106
TXN_01256,9474078998,2024-09-22,13:34:49,sell,395,1108
TXN_01257,3614142517,2025-07-09,15:06:08,sell,239,1104
TXN_01258,5229455093,2024-01-02,11:49:12,buy,330,1108
TXN_01259,7552075955,2024-07-23,13:00:28,buy,1841,1102
TXN_01260,3768699384,2024-04-21,9:57:03,buy,2368,1108
TXN_01261,7713225623,2024-08-19,15:45:14,buy,473,1106
TXN_01262,9474078998,2025-06-18,12:23:08,buy,2245,1109
TXN_01263,9862896116,2024-06-07,9:09:00,sell,160,1108
